,b_sequence,std_sequence,p_l_sequence,b_close_after,std_close_after,p_l_close_after,b_close_before,std_close_before,p_l_close_before,b_far_after,std_far_after,p_l_far_after,b_far_before,std_far_before,p_l_far_before,b_before,std_before,p_l_before,b_after,std_after,p_l_after,b_close,std_close,p_l_close,b_far,std_far,p_l_far,b_before1,std_before1,p_l_before1,b_before2,std_before2,p_l_before2,b_before1_close,std_before1_close,p_l_before1_close,b_before2_close,std_before2_close,p_l_before2_close
2500259,0.532485297627797,0.019068575155225632,0.37071431201884986,,,,,,,0.5760676337646979,0.059544995826813156,0.9128623869727812,0.5281980257566156,0.021118340839286084,0.36431630635465473,0.5258270292916232,0.02019365887555753,0.31488572759883077,0.585195370185621,0.057077295286249434,0.8869450629766226,,,,0.5334591001432953,0.019924134946761006,0.41745545037351567,0.5433611245498031,0.029731445701965033,0.6223682547507727,0.5094406867220287,0.02746850295104576,0.6278843495832926,,,,,,
2533082,0.8340193334013368,0.020222617423206534,0.575934993702132,0.7126076241152751,0.058098590386628166,0.8647130401073904,0.827410568138451,0.08893755651739019,0.8554524912672825,,,,0.86023215901034,0.02236378638244302,0.6135788220153094,0.8587160677169514,0.021710385154172222,0.7253632766929229,0.6570167845120275,0.05138592364152638,0.8983295545463887,0.7451475833669414,0.049118688388839614,0.9280776930624071,0.848850671403743,0.022109396849989034,0.5517407661288303,0.8528480118903278,0.031207220873591276,0.6114338364372782,0.8646657022295661,0.030171738638510304,0.552435738781146,,,,,,
2726845,0.9885609786770118,0.014381175814720686,0.1062836819317101,1.004086389983191,0.015728870448318433,0.14642262175920417,0.8507776301304163,0.05087591828411515,0.323259981182617,1.0394327573926028,0.0697534525392411,0.6508446114534575,0.8925553884389636,0.062238339594934994,0.6213448934963658,0.8644457932989147,0.0399580688415871,0.554195355328081,1.0057514183866707,0.015344583565288073,0.20302433508946105,0.9904287799762661,0.01509854840484765,0.04986929776757286,0.9674197490114161,0.04687197816490199,0.32207496289245496,0.9558695187236403,0.060648137602504634,0.2829262411084785,0.7890276288200494,0.05193528762775499,0.381140239285073,1.0156915558334745,0.08684785661950056,0.07516998976360431,0.7326391165430571,0.05948182407788402,0.5235478460950242
3165830,0.8538832956261354,0.028741644512075063,0.003073871471847117,0.8271180958015429,0.036026499055539084,0.0014842753239421322,,,,0.9562448326260496,0.13199072083288002,0.8791652984436011,0.9058188515619504,0.05143939557289225,0.9242625636474884,0.894596439737976,0.050408864224498806,0.8906581995564113,0.8357423317565527,0.03483534149600106,0.0018030937535614927,0.8243367619160271,0.03554449246815028,0.0010382886594673723,0.9127936767089302,0.04788908878559686,0.9217227994755396,0.8421574237985077,0.06123989540876922,0.5412431402381918,0.9540275820570089,0.08343242479785479,0.35583202120788493,,,,,,
3216978,0.9224490247471752,0.024057676583234953,0.012305389297995078,0.82191219851979,0.032142981193626456,0.14951394573171656,,,,1.0413452799130143,0.08988326052156834,0.613148343245138,1.0092081581513521,0.038725620758275,0.16091746994629774,1.0146980569993846,0.037932901568001165,0.2645224697834636,0.8492235541795183,0.030548649602182704,0.09740515659919474,0.8327947361525824,0.031828633386805784,0.1991625601986281,1.0137073841093267,0.03560922693360995,0.17976106115287646,0.9947559338494123,0.05120646468718394,0.7651873502184853,1.0354059190706948,0.05628338720521014,0.16151011950037739,,,,,,
3233072,0.6285928198063169,0.07535892578296793,0.9445536244343584,,,,,,,,,,,,,,,,0.5814441125234487,0.06916419483562192,0.7917298351301097,,,,,,,,,,,,,,,,,,
3275688,0.6941369146618482,0.019773486282041477,0.001028496727203219,0.634351060025868,0.020745175504493486,0.5596246122482055,,,,0.8895206270708166,0.057630321974925534,0.0009999999999998899,0.7539126618334545,0.08271429314621871,0.049326093086602366,0.7531273412239121,0.08186079472072447,0.05959858418512968,0.6887388133641077,0.020292813547775793,0.0033304050984345446,0.6343890001717196,0.02072402066416312,0.5496686614201715,0.8490497475225097,0.04759375999745324,0.0009999999999998899,0.735773685296263,0.1195593811379012,0.22181868790836148,0.7710161965450394,0.11189257434121193,0.11675274247166807,,,,,,
3463826,0.9879027243818614,0.03252636561886821,0.6086289415943483,0.980464143941043,0.036458789745620675,0.3706835203187023,,,,,,,1.0253809801648248,0.07721403457658485,0.046273490502905495,1.0077307526618202,0.07544887098992899,0.08992714943074466,0.9843857092744163,0.03586570771908899,0.43333066950641447,0.9776809080145836,0.03623413215620689,0.2844314644323097,1.0395424512617233,0.07096493160498178,0.003020731360650387,0.9865533812422488,0.1150999027151144,0.4448991939352505,1.029841607202496,0.0962113226630048,0.14883548184543002,,,,,,
3644316,0.5694453286438209,0.025323198011315266,0.001249357141873303,,,,0.5568554494572869,0.0592400351424253,0.015996398712683955,,,,0.581363027981627,0.029754311323445415,0.00642348128646685,0.5755215505969532,0.026734557769486557,0.0019100944420417244,,,,0.5724509471812899,0.06010945263867612,0.005260718907162495,0.5685605694488106,0.027650256048358315,0.006069991165762091,0.5922032072644086,0.04038055928617057,0.012534323271773286,0.5597552156101808,0.035497814463871714,0.09924032192108333,0.5387538078285458,0.08863986476707598,0.04842850176387031,0.575866324527912,0.07748489225880494,0.1940129656242741
3714749,0.6735258616053518,0.03897135647275072,0.9508827243355736,,,,,,,,,,0.6935075648427754,0.041907042613253655,0.9101737255384441,0.6733054372636399,0.03959109146336379,0.9311787303222391,,,,,,,0.6928931181238872,0.04117870043032052,0.9438320727359669,0.6641489185205884,0.04972833084078104,0.5906252520779681,0.6826483155852638,0.06228867131126824,0.6354859592826845,,,,,,
